시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
J10,경기도교육청,수원시,교습소,3000022509,감성의뜰미술교습소,20140812,20140812,개원,        ,99991231,33,7,예능(대),예능(중),"미술(유,초등)",미술, ,Y,N,경기도 수원시 팔달구 정자천로32번길 27,", 103호 (화서동, 꽃뫼버들마을 금강 아파트)",16423,,20251109
J10,경기도교육청,수원시,교습소,41555,강남피아노의숲교습소,20100520,20100520,개원,        ,99991231,15,5,예능(대),예능(중),,음악, ,Y,N,경기도 수원시 권선구 수성로 18, 강남아파트 상가동 202 (구운동),441730,031-294-5695,20240929
J10,경기도교육청,수원시,교습소,3000054799,강수학교습소,20230329,20230329,개원,        ,99991231,40,8,입시.검정 및 보습,보통교과,초등 수학,보습,"초등 수학:200000, 초등 수학 심화:220000, 중등 수학:300000, 중등 수학 심화:350000, 고등 수학:350000, 고등 수학 심화 A:380000, 고등 수학 심화 B:450000, 함수특강:150000, 초등 수학 선행:250000, 중등 수학 선행:380000, 함수 특강 심화:200000",Y,N,경기도 수원시 권선구 곡반정로 160,", 517호 일부(동측) (곡반정동, 라퍼스트)",16668,,20260426
J10,경기도교육청,수원시,교습소,3000077265,강쌤국어교습소,20260126,20260126,개원,        ,        ,0,5,입시.검정 및 보습,보통교과,초등국어A,보습,"초등국어A:75000, 초등국어B:100000, 초등국어C:150000, 초등국어D:200000, 초등국어E:250000, 중등국어A:160000, 중등국어B:180000, 중등통합국어A:280000, 중등통합국어B:320000, 고등국어A:200000, 고등국어B:340000, 고등국어C:360000, 고등통합A:400000, 고등통합B:400000",Y, ,경기도 수원시 영통구 동탄원천로1109번길 37,", 202호(매탄동, 한국아파트 상가)",16527,,20260215
J10,경기도교육청,수원시,교습소,3000053635,강하나수학교습소,20221230,20221230,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,초등수학1,보습,"초등수학1:234000, 초등수학2:280800, 중등수학1:322240, 중등수학2:407040, 고등수학1:360000, 고등수학2:459000, 고등수학3:612000",Y,N,경기도 수원시 영통구 태장로 81,", 403-1호 일부 (망포동, 망포동 e-타운ll)",16688,,20260405
J10,경기도교육청,수원시,교습소,3000050677,강한수학교습소,20220404,20220404,개원,        ,99991231,72,9,입시.검정 및 보습,보통교과,초등수학,보습,"초등수학:180000, 초등수학:200000, 중등수학:250000, 고등수학:300000, 초등수학:180000, 초등수학:200000, 중등수학:250000, 고등수학:300000",Y,N,경기도 수원시 장안구 대평로 27,", 206호 (정자동, 화서역 파크푸르지오 201동)",16318,,20231018
J10,경기도교육청,수원시,교습소,3000077190,개구리(開口里)독서논술교습소,20260119,20260119,개원,        ,        ,0,7,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 영통구 영통로 111,", 203호 일부(망포동, 엘지동수원자이아파트 주상가동)",16687,,20260201
J10,경기도교육청,수원시,교습소,3000045665,개념의힘수학교습소,20201210,20201210,개원,        ,99991231,18,6,입시.검정 및 보습,보통교과,초등수학,보습, ,Y,N,경기도 수원시 영통구 광교중앙로 180,", 202호 (하동, 광교 효성해링턴 타워 레이크 주건축물제1동)",16514,,20231018
J10,경기도교육청,수원시,교습소,3000076117,개념탑미래엔수학교습소,20251014,20251014,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,초등반1,보습,"초등반1:186000, 중등반1:300000, 초등반2:120000, 초등반3:140000, 초등반4:140000, 초등반5:140000, 초등반6:150000, 초등반7:160000, 초등반8:180000, 초등반9:180000, 초등반10:180000, 초등반11:190000, 초등반12:190000, 초등반13:190000, 중등반2:260000, 중등반3:250000, 중등반4:300000, 중등반5:300000, 고등반1:280000, 고등반2:250000, 고등반3:300000",Y, ,경기도 수원시 영통구 동탄원천로881번길 58,", 104호(매탄동, 아이쌤프라자)",16548,,20260412
J10,경기도교육청,수원시,교습소,15674,건영예일피아노교습소,20050218,20050218,개원,        ,99991231,50,4,예능(대),예능(중),초급,음악,"초급:150000, 중급:160000, 고급:170000",Y,N,경기도 수원시 영통구 매영로 346,  건영아파트 상가 101호 (영통동),443470,031-206-2447,20240303
J10,경기도교육청,수원시,교습소,68632,경희미술,19870227,19870227,개원,19870227,99991231,6,6,예능(대),예능(중),0,미술, ,Y,N,경기도 수원시 장안구 수성로258번길 75,(영화동),16274,031-255-7527,20260426
J10,경기도교육청,수원시,교습소,3000044158,고마리독서논술교습소,20200507,20200507,개원,        ,99991231,15,9,입시.검정 및 보습,보통교과,,보습·논술, ,Y,N,경기도 수원시 팔달구 팔달로127번길 59,", 101호 (화서동)",16439,,20231018
J10,경기도교육청,수원시,교습소,3000023390,고사리별미술교습소,20141119,20141119,개원,        ,99991231,42,3,예능(대),예능(중),"유아, 아동1",미술,"유아, 아동1:55000, 유아, 아동2:100000, 유아, 아동3:150000, 유아, 아동4:180000, 유아, 아동5:210000, 중, 고등부(입시):100000, 성인부:100000, 유아미술A:35000, 초등미술A:70000, 유아미술B:90000, 초등미술B:140000, 아동미술.:50000, 아동미술　:85000, 아동미술.　:120000, 아동미술　　:150000, 아동미술:170000, 중,고등/성인부:90000",Y,N,경기도 수원시 권선구 세권로 61,", 1층 일부 (세류동 473-5)",16576,031-222-3754,20250504
J10,경기도교육청,수원시,교습소,68985,고야미술,19890313,19890313,개원,19890313,99991231,36,9,예능(대),예능(중),미술초등A,미술,"미술초등A:90000, 미술중등A:150000, 미술초등B:110000, 미술중등B:200000, 미술유아:110000, 미술:0",Y,N,경기도 수원시 권선구 경수대로235번길 21,", 1층 일부 (세류동)",441880,031-234-9886,20250316
J10,경기도교육청,수원시,교습소,3000076104,고운선미술교습소,20251013,20251013,개원,        ,        ,0,7,예능(대),예능(중),유치부 1,미술,"유치부 1:76000, 유치부 2:152000, 유치부 3:101000, 유치부 4:203000, 유치부 5:254000, 초등부(저고)1:76000, 초등부(저고)2:152000, 초등부(저고)3:101000, 초등부(저고)4:203000, 초등부(저고)5:254000, 고학년부(중등,고등) 1:76000, 고학년부(중등,고등) 2:152000, 고학년부(중등,고등) 3:228000, 고학년부(중등,고등) 4:101000, 고학년부(중등,고등) 5:254000, 디지털 드로잉반 (초등, 고학년부) 1:152000, 디지털 드로잉반 (초등, 고학년부) 2:228000, 디지털 드로잉반 (초등, 고학년부) 3:101000, 디지털 드로잉반 (초등, 고학년부) 4:203000, 디지털 드로잉반 (초등, 고학년부) 5:304000",Y, ,경기도 수원시 장안구 하률로46번길 22,", 205호(천천동,삼호진덕아파트 상가동)",16324,,20251123
J10,경기도교육청,수원시,교습소,3000062726,고은아플레이팩토유초등전문창의수학교습소,20231123,20231123,개원,        ,        ,0,9,기타(대),기타(중),,기타(소),"창의수학A:110000, 창의수학B:80000, 창의수학C:60000",Y, ,경기도 수원시 영통구 효원로 363,", 207호(매탄동, 매탄위브하늘채 302 상가 A))",16543,,20260208
J10,경기도교육청,수원시,교습소,3000046661,곡선초점별에서온바둑교습소,20210331,20210331,개원,        ,99991231,35,7,기타(대),기타(중),,바둑, ,Y,N,경기도 수원시 권선구 덕영대로1217번길 24,", 203호 (권선동, 두산동아아파트)",16584,,20231018
J10,경기도교육청,수원시,교습소,3000038773,곡선해법영어교습소,20181129,20181129,개원,        ,99991231,42,7,입시.검정 및 보습,보통교과,초등영어입문,보습,"초등영어입문:170000, 초등영어:180000, 중등영어(중1):230000, 중등영어(중2):240000, 중등영어(중3):240000, 중등영어(중1):240000",Y,N,경기도 수원시 권선구 덕영대로1217번길 37,", 1층 일부 (권선동 1197-3)",16584,,20231018
J10,경기도교육청,수원시,교습소,3000069239,곡정스마트해법수학교습소,20240621,20240621,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 권선구 곡선로 10,"105호(권선동,수원아이파크시티5단지)",16666,,20240623
J10,경기도교육청,수원시,교습소,3000069274,공감수학교습소,20240626,20240626,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,초등수학1,보습,"초등수학1:200000, 초등수학2:180000, 초등수학3:200000, 초등수학4:190000, 초등수학5:210000",Y, ,경기도 수원시 영통구 태장로82번길 32,"306호(망포동,동수원자이1차상가동)",16687,,20240630
J10,경기도교육청,수원시,교습소,3000047251,공감수학플러스수학교습소,20210611,20210611,개원,        ,99991231,90,6,입시.검정 및 보습,보통교과,초등단과(수학),보습,"초등단과(수학):180000, 초등단과(수학):220000, 중등단과(수학):220000, 중등단과(수학):240000, 중등단과(수학):270000, 중등단과(수학):250000, 고등단과(수학):270000, 고등단과(수학:300000, 고등단과(수학:290000, 고등단과(수학:360000, 초등수학:190000, 중등수학:240000, 중등수학:265000, 고등수학:320000, 고등수학:390000",Y,N,경기도 수원시 장안구 화산로125번길 9,", 405호 (천천동, 천천 푸르지오 근린생활시설-2)",16420,,20231018
J10,경기도교육청,수원시,교습소,3000077520,공방수학교습소,20260220,20260220,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,초등수학1,보습,"초등수학1:176000, 초등수학2:234000, 초등수학3:230000, 중등수학:300000",Y, ,경기도 수원시 영통구 영통로154번길 60,", 3층 일부(304-2호, 망포동)",16691,,20260301
J10,경기도교육청,수원시,교습소,70417,곽옥기미술교습소,19991111,19991111,개원,19991111,99991231,72,0,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 팔달구 권광로 243,", 203호 (인계동, 래미안 노블클래스)",16487,031-213-4076,20231018
J10,경기도교육청,수원시,교습소,3000073432,광교매쓰몽플러스창의수학교습소,20250217,20250217,개원,        ,        ,0,9,기타(대),,,, ,Y, ,경기도 수원시 영통구 광교중앙로 170,", A동 807호(하동, 광교 효성해링턴 타워)",16514,,20250302
J10,경기도교육청,수원시,교습소,3000048589,광교제이피아노스튜디오음악교습소,20211029,20211029,개원,        ,99991231,8,8,예능(대),예능(중),음악전공,음악,"음악전공:450000, 음악기초:190000",Y,N,경기도 수원시 영통구 에듀타운로 102,", B동 427호 (이의동, 광교중앙역 SK VIEW)",16509,,20260201
J10,경기도교육청,수원시,교습소,3000053675,광교탑수학교습소,20230103,20230103,개원,        ,99991231,117,6,입시.검정 및 보습,보통교과,,보습,"초등수학:300000, 초등수학A:320000, 중등수학:380000, 중등수학A:160000, 고등수학A:180000, 초등수학B:240000, 중등단과B:285000, 초등수학C:225000, 고등수학:450000, 초등수학A1:26700, 초등수학A2:53400, 초등수학A3:80000, 초등수학A4:106800, 초등수학A5:133500, 초등수학A6:160000, 초등수학A7:186900, 초등수학A8:213600, 초등수학B5:125000, 초등수학A10:267000, 초등수학A11:293700, 초등수학B1:25000, 초등수학B2:50000, 초등수학B3:75000, 초등수학B4:100000, 초등수학B6:150000, 초등수학B7:175000, 초등수학B8:200000, 초등수학B10:250000, 초등수학B11:275000, 중등수학C1:31700, 중등수학C2:63400, 중등수학C3:95000, 중등수학C4:126800, 중등수학C5:158500, 중등수학C6:190000, 중등수학C7:221900, 중등수학C8:253600, 중등수학C10:317000, 중등수학C11:348700",Y,N,경기도 수원시 영통구 광교호수공원로 277,", 1F-022호 (원천동, 광교중흥에스클래스 판매시설)",16517,,20241222
J10,경기도교육청,수원시,교습소,3000045977,광교폴라리스과학교습소,20210125,20210125,개원,        ,99991231,24,6,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 영통구 법조로 25,", A동 1012 (하동, 광교 SK VIEW Lake)",16514,,20231018
J10,경기도교육청,수원시,교습소,21135,광교호수미술교습소,20060303,20060303,개원,        ,99991231,6,6,예능(대),예능(중),미술일반(초등),미술, ,Y,N,경기도 수원시 영통구 광교호수공원로 277,", 1F-061호 (원천동, 광교중흥에스클래스)",16517,031-297-5833,20231018
J10,경기도교육청,수원시,교습소,3000032869,광교힐스즈키음악교습소,20170501,20170501,개원,        ,99991231,0,6,예능(대),예능(중),초급(바이올린),음악,"초급(바이올린):150000, 중급(바이얼린):160000, 고급(바이얼린):180000",Y,N,경기도 수원시 영통구 도청로 65,", , 203호(자연앤 힐스테이트상가동) (이의동, 자연앤 힐스테이트)",16509,,20240929
J10,경기도교육청,수원시,교습소,3000046447,구와사분의삼수학교습소,20210316,20210316,개원,        ,99991231,36,6,입시.검정 및 보습,보통교과,,보습,"초등단과(수학)1:150000, 초등단과(수학):135000, 중등단과(수학)1:200000, 중등단과(수학):200000, 고등단과(수학)1:280000, 고등단과(수학):250000, 초등단과1:145000, 초등단과2:160000, 중등단과1:210000, 중등단과2:210000, 고등단과1:260000, 고등단과2:300000",Y,N,경기도 수원시 장안구 화산로 235,", 4층 일부 (율전동, 401호)",16360,,20251207
J10,경기도교육청,수원시,교습소,3000028591,국어의문국어논술교습소,20160404,20160404,개원,        ,99991231,2,7,입시.검정 및 보습,보통교과,초등 논술,입시·논술,"초등 논술:120000, 중등 국어와 논술:150000, 고등 국어와 논술:210000, 독서논술:66500",Y,N,경기도 수원시 권선구 금곡로73번길 71,", 215호 (금곡동, 금곡엘지아파트 주상가동)",16382,,20250406
J10,경기도교육청,수원시,교습소,3000054514,국어의봄국어교습소,20230308,20230308,개원,        ,99991231,0,5,입시.검정 및 보습,보통교과,초등 국어,보습,"초등 국어:150000, 중등 국어:190000, 고등 국어:300000",Y,N,경기도 수원시 권선구 동수원로177번길 40,", 226호(권선동,수원아이파크시티8단지)",16663,,20251123
J10,경기도교육청,수원시,교습소,3000038912,국어학당국어교습소,20181211,20181211,개원,        ,99991231,0,0,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 영통구 태장로 81,", 410호 (망포동 382-3 외 1필지, 망포동 e-타운II)",16688,,20260201
J10,경기도교육청,수원시,교습소,38513,굿모닝해법영어교습소,20091111,20091111,개원,        ,99991231,129,5,입시.검정 및 보습,보통교과,초등단과(영어1~4),보습,"초등단과(영어1~4):153000, 초등단과(영어4~6):164000, 중등단과(영어):190000, 초등영어(1~2학년):150000, 초등영어(3~6학년):185000, 중등영어:200000, 중등영어:200000, 고등영어:250000, 고등영어:300000, 초등영어:190000, 중등영어:280000, 고등영어:390000, 초등영어(1~2학년):210000, 초등영어(3~6학년):210000, 초등영어(3~6학년):250000, 중등영어:290000, 고등영어:350000",Y,N,경기도 수원시 장안구 율전로101번길 39,", 101호 (율전동)",16361,031-296-0594,20231018
J10,경기도교육청,수원시,교습소,34214,권선이화무용아카데미교습소,20090312,20090312,개원,        ,99991231,9,9,예능(대),예능(중),무용(초등),무용, ,Y,N,경기도 수원시 권선구 동수원로242번길 22,", 6층 전체 (권선동, 센타프라자)",16553,031-225-0202,20231018
J10,경기도교육청,수원시,교습소,70562,권선이화피아노음악교습소,20010312,20010312,개원,20010312,99991231,25,9,예능(대),예능(중),음악일반(피아노초급),음악, ,Y,N,경기도 수원시 권선구 권중로 82,", 205호 (권선동, 신우아파트)",16556,031-212-6789,20231018
J10,경기도교육청,수원시,교습소,21791,권선칸타빌레음악교습소,20060407,20060407,개원,        ,99991231,35,8,예능(대),예능(중),피아노기초,음악,"피아노기초:150000, 체르니100:160000, 체르니30:170000, 체르니40:180000, 성인과정:150000",Y,N,경기도 수원시 권선구 덕영대로1217번길 31,", 1층 (권선동)",441831,031-233-1779,20260308
J10,경기도교육청,수원시,교습소,3000081770,권선푸르넷수학교습소,20260422,20260422,개원,        ,        ,0,7,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 권선구 세지로140번길 29,", 1층일부(권선동)",16569,,20260426
J10,경기도교육청,수원시,교습소,3000051278,그라운드영어교습소,20220607,20220607,개원,        ,99991231,25,5,입시.검정 및 보습,보통교과,수학(초등a),보습,"수학(초등a):256000, 수학(초등b):285000, 수학(중등):358000, 수학(고등):404000, 수학(중등내특):225000, (초):320000, (중):380000",Y,N,경기도 수원시 영통구 에듀타운로 102,", B동 722호 (이의동, 광교중앙역 SK VIEW)",16509,,20240324
J10,경기도교육청,수원시,교습소,3000062626,그랑아랑아트광교에듀미술교습소,20231113,20231113,개원,        ,        ,0,6,예능(대),,,, ,Y, ,경기도 수원시 영통구 에듀타운로 24,", 101호(이의동, 그린프라자)",16509,,20231119
J10,경기도교육청,수원시,교습소,3000033691,그랑아랑아트미술교습소,20170719,20170719,개원,        ,99991231,4,4,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 영통구 센트럴파크로 60,", 105호 (래미안광교 상가동) (이의동, 래미안 광교)",16504,,20231018
J10,경기도교육청,수원시,교습소,70521,그레이스미술교습소,20000920,20000920,개원,        ,99991231,63,7,예능(대),예능(중),미술일반(A),미술,"미술일반(A):70000, 미술일반(B):80000, 미술일반(C):100000, 미술일반(D):80000, 미술일반(E):90000, 미술일반(F):110000, 유치부초등(미술)1:110000, 유치부초등(미술)2:90000, 유치부초등(미술):60000, 중등미술1:120000, 중등미술2:140000, 중등미술3:100000, 초등미술1:130000, 초등미술2:100000, 초등미술3:70000",Y,N,경기도 수원시 장안구 하률로46번길 17,", 201호 일부(201-A호) (천천동, 현대아파트)",16323,031-271-3255,20240107
J10,경기도교육청,수원시,교습소,3000048347,그레이스음악교습소,20211007,20211007,개원,        ,99991231,5,5,예능(대),예능(중),음악초급 바이엘,음악,음악초급 바이엘:150000,Y,N,경기도 수원시 팔달구 화산로 57,", 204호 (화서동, 꽃뫼버들마을 진흥아파트 상가동)",16423,031-227-1822,20260426
J10,경기도교육청,수원시,교습소,3000076708,그로우뮤직음악교습소,20251208,20251208,개원,        ,        ,0,6,예능(대),,,, ,Y, ,경기도 수원시 팔달구 정조로 697,"506호(매교동, 마인프라자)",16467,,20251214
J10,경기도교육청,수원시,교습소,3000028010,그로우아트(GrowArt)생각이자라는미술교습소,20160222,20160222,개원,        ,99991231,18,9,예능(대),예능(중),미술,미술,"미술:120000, 미술(초중급):110000",Y,N,경기도 수원시 권선구 호매실로165번길 30,", 102호 (호매실동, 수원호매실휴먼시아16단지아파트 상가동)",16628,031-294-3022,20241201
J10,경기도교육청,수원시,교습소,28656,그리고미술교습소,20071108,20071108,개원,        ,99991231,360,9,예능(대),예능(중),,음악, ,Y,N,경기도 수원시 팔달구 권광로 363, 월드프라자 105호 (우만동),442816,031-212-8234,20250831
J10,경기도교육청,수원시,교습소,3000045555,그리고숲미술교습소,20201201,20201201,개원,        ,99991231,16,4,예능(대),예능(중),,미술,"유치:90000, 초등:90000, 중등:130000, 성인:150000, 성인:150000",Y,N,경기도 수원시 영통구 매탄로51번길 14-16,", 1층 일부 (매탄동)",16546,,20231018
J10,경기도교육청,수원시,교습소,3000076831,그리마광교레이크미술교습소,20251218,20251218,개원,        ,        ,0,0,예능(대),,,, ,Y, ,경기도 수원시 영통구 광교호수공원로 20,"근린생활시설1동 B2-11호(원천동,더샵 광교레이크시티)",16515,,20251221
J10,경기도교육청,수원시,교습소,3000022529,그리온미술교습소,20140814,20140814,개원,        ,99991231,13,5,예능(대),예능(중),,미술,"유치 초등 1:80000, 유치 초등 2:110000",Y,N,경기도 수원시 영통구 영통로200번길 189,", 104호 (영통동,영통3차 풍림아이원아파트)",443816,,20260405
J10,경기도교육청,수원시,교습소,3000053818,그린레이크영어교습소,20230113,20230113,개원,        ,99991231,63,9,입시.검정 및 보습,보통교과,중등영어,보습,"중등영어:210000, 초등영어:45000, 초등영어:157000, 초등영어:180000, 중등영어:210000, 초등영어:39000, 초등 영어1:180000, 초등 영어2:170000, 중등 영어:210000, 초등영어(특강):130000",Y,N,경기도 수원시 권선구 입북로77번길 62,", 202호 (입북동, 서수원 레이크 푸르지오 1단지 116동(상가동))",16365,null,20240303
J10,경기도교육청,수원시,교습소,3000077189,그린이미술교습소,20260119,20260119,개원,        ,        ,0,9,예능(대),예능(중),성인- 일반만들기반,미술,"성인- 일반만들기반:45000, 성인- 전문화 드로잉반:40000, 성인- 일반 드로잉반:30000, 퍼스트 미술(회):25000, 스탭 미술(회):27500, 퍼스트 미술 2(회):17500, 스탭 미술 2(회):18750, 퍼스트 미술(첫달):100000, 스탭 미술(첫달):110000, 퍼스트 미술 2(첫달):140000, 스탭 미술 2(첫달):150000, 퍼스트 미술(매달):100000, 스탭 미술(매달):110000, 퍼스트 미술 2(매달):140000, 스탭 미술 2(매달):150000, 체험 수업:25000",Y, ,경기도 수원시 권선구 덕영대로1190번길 100,", 104호, 105호(권선동,수원아이파크시티7단지 718동 상가)",16662,,20260201
J10,경기도교육청,수원시,교습소,3000029179,그림같은하루미술교습소,20160608,20160608,개원,        ,99991231,35,8,예능(대),예능(중),"유치, 초등",미술, ,Y,N,경기도 수원시 권선구 경수대로225번길 24-33,", 1층일부 (세류동)",16658,,20240929
J10,경기도교육청,수원시,교습소,3000027744,그림그리는날미술교습소,20160126,20160126,개원,        ,99991231,18,9,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 권선구 수인로621번길 60,", 1층일부 (당수동)",16378,,20231018
J10,경기도교육청,수원시,교습소,3000049701,그림나무미술교습소,20220119,20220119,개원,        ,99991231,0,0,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 장안구 수성로262번길 85,", 1층 일부 (영화동, 태정빌딩)",16274,,20250330
J10,경기도교육청,수원시,교습소,3000041855,그림대장미술교습소,20190923,20190923,개원,        ,99991231,8,4,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 권선구 당진로14번길 57,", 209호 일부 (당수동, 삼정아파트)",16375,,20231018
J10,경기도교육청,수원시,교습소,3000020323,그림마을창의미술교습소,20131213,20131213,개원,        ,99991231,136,7,예능(대),예능(중),아동미술A,미술,"아동미술A:90000, 아동미술B:110000, 아동미술C:140000, 성인미술A:110000",Y,N,경기도 수원시 팔달구 권광로276번길 29,", 1층 (인계동)",442828,,20250420
J10,경기도교육청,수원시,교습소,34990,그림세상미술교습소,20090305,20090305,개원,        ,99991231,114,8,예능(대),예능(중),미술일반(A),미술,"미술일반(A):110000, 미술일반(B):120000, 미술일반(C):130000, 미술일반(D):90000, 미술일반(E):80000, 초급:140000, 중급1-1:150000, 중급1-2:160000, 초급:110000, 초급:130000, 초급:120000, 중급:120000, 중급:140000, 중급:130000",Y,N,경기도 수원시 권선구 세권로 124,", 5층일부 (세류동)",441878,031-892-9391,20231018
J10,경기도교육청,수원시,교습소,70647,그림아트스튜디오미술교습소,20020304,20020304,개원,        ,99991231,35,9,예능(대),예능(중),미술일반 기초반,미술,"미술일반 기초반:70000, 미술일반 초급반:80000, 미술일반 중급반:90000, 미술일반 고급반:100000",Y,N,경기도 수원시 영통구 매영로310번길 87,", 308호, 309호 일부 (영통동 968, 동보신명아파트상가동)",16699,031-202-8465,20231018
J10,경기도교육청,수원시,교습소,3000062515,그림아트스튜디오수원센트럴원미술교습소,20231103,20231103,개원,        ,        ,0,9,예능(대),,,, ,Y, ,경기도 수원시 팔달구 인계로 21,", 205호 일부(인계동, 수원센트럴아이파크자이 근린생활시설 제1상가)",16475,,20250330
J10,경기도교육청,수원시,교습소,3000025739,그림의집미술교습소,20150708,20150708,개원,        ,99991231,7,7,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 팔달구 권광로 367,", 101호 (우만동, 월드캐슬)",442816,031-211-7792,20231018
J10,경기도교육청,수원시,교습소,3000053760,그림집미술교습소,20230109,20230109,개원,        ,99991231,25,5,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 영통구 광교호수공원로 277,", 1F-019 (원천동, 광교중흥에스클래스)",16517,,20241215
J10,경기도교육청,수원시,교습소,20021,그림친구미술교습소,20051128,20051128,개원,        ,99991231,33,5,예능(대),예능(중),미술일반(주2회),미술,"미술일반(주2회):60000, 미술일반(주3회):80000, 미술일반(주5회):100000, 아동미술:90000, 아동미술:110000, 아동미술:140000, 아동미술(유아초등):69660, 아동미술(유아초등):139320",Y,N,경기도 수원시 영통구 영통로200번길 156,"가동 202호 (망포동, 방죽마을영통뜨란채아파트) ",443745,031-273-7979,20231018
J10,경기도교육청,수원시,교습소,3000068315,그릿뮤아트미술교습소,20240319,20240319,개원,        ,        ,0,6,예능(대),,,, ,Y, ,경기도 수원시 영통구 도청로 65,", 202호(이의동,자연앤 힐스테이트 상가2동)",16509,,20240324
